Index	Name	CPU Start Time (ns)	CPU Duration (ns)	GPU Execution Start Time (ns)	EOP Start Time (ns)	EOP to EOP Duration (ns)	Core	CPU Execution Time (ns)	API Queue	Process	Thread	CPU End Time (ns)	Hardware Queue	TOP to EOP Duration (ns)	GPU Execution End Time (ns)
14841	VSync	636571200					Scheduler			0	Idle (0)	636571200			
14766	VSync	619931900					Scheduler			0	Idle (0)	619931900			
14618	VSync	603251000					Scheduler			0	Idle (0)	603251000			
14614	SetEventOnCompletion fence#4 (Value=103)	602410500					2			12848	SqueezeNetObjectDetectionCPP.exe (4384)	602410500			
14610	Signal fence#4 (Value=103)	602363300		635061600	635061600	8700	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602363300	3D	8700	635070300
14606	ExecuteCommandList_Begin	602312200		602638144	602638728	0	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602312200	3D	584	602638728
14608	ExecuteCommandList_End	602312200		634893418	634894252	83	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602312200	3D	917	634894335
14604	Dispatch	602248000		634893168	634839335	54667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602248000	3D	834	634894002
14603	ResourceBarrier	602245000		634838752	634836752	2583	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602245000	3D	583	634839335
14602	ResourceBarrier	602244100		634836002	634833919	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602244100	3D	667	634836669
14601	Dispatch	602240800		634832919	634767503	66416	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602240800	3D	1000	634833919
14599	DmlConvolutionSmallGemm	602239200	5300	634766919	634767419	69333	2	5300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602244500	3D	69833	634836752
14598	ResourceBarrier	602236600		634766753	634764836	2583	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602236600	3D	666	634767419
14597	ResourceBarrier	602235500		634764086	634761919	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602235500	3D	583	634764669
14596	Dispatch	602231700		634761086	634698086	63833	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602231700	3D	833	634761919
14594		602230200	5700	634697503	634697920	66916	2	5700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602235900	3D	67333	634764836
14592		602225300	57800	634697336	634697753	196499	2	57800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602283100	3D	196916	634894252
14590	ResourceBarrier	602224300		634697086	634694920	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602224300	3D	584	634697670
14589	Dispatch	602208200		634693920	634407755	287165	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602208200	3D	1000	634694920
14587	DmlPoolingOperation	602205800	19200	634407172	634407588	290165	2	19200	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602225000	3D	290581	634697753
14585	ResourceBarrier	602204700		634406922	634404755	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602204700	3D	583	634407505
14584	Dispatch	602187800		634403839	634187923	216832	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602187800	3D	916	634404755
14582		602185500	20000	634187257	634187757	219831	2	20000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602205500	3D	220331	634407588
14580	ResourceBarrier	602184400		634187007	634184840	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602184400	3D	583	634187590
14579	Dispatch	602168600		634183923	630570615	3614225	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602168600	3D	917	634184840
14577	DmlJoinOperation	602165400	19700	630569949	630570449	3617308	2	19700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602185100	3D	3617808	634187757
14575	ResourceBarrier	602164300		630569699	630567532	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602164300	3D	583	630570282
14574	Dispatch	602143800		630566699	630435116	132416	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602143800	3D	833	630567532
14572		602139900	25200	630434450	630435116	135333	2	25200	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602165100	3D	135999	630570449
14570	ResourceBarrier	602138800		630434200	630432116	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602138800	3D	583	630434783
14569	Dispatch	602122400		630431200	630360200	71916	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602122400	3D	916	630432116
14568	Dispatch	602118500		630359367	630267201	92999	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602118500	3D	833	630360200
14566	DmlActivationOperation	602116700	22800	630266617	630267117	167833	2	22800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602139500	3D	168333	630434950
14564	ResourceBarrier	602115500		630266367	630264284	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602115500	3D	584	630266951
14563	Dispatch	602098900		630263284	630173701	90583	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602098900	3D	1000	630264284
14561		602096800	19600	630173118	630173535	93582	2	19600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602116400	3D	93999	630267117
14559	ResourceBarrier	602095800		630172785	630170701	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602095800	3D	583	630173368
14558	Dispatch	602078400		630169868	629963953	206748	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602078400	3D	833	630170701
14556	DmlConvolutionBasicGemm	602075700	20900	629963370	629963786	209749	2	20900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602096600	3D	210165	630173535
14554	ResourceBarrier	602074700		629963120	629960953	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602074700	3D	583	629963703
14553	Dispatch	602057000		629960120	629871287	89666	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602057000	3D	833	629960953
14551		602054900	20500	629870704	629871120	92666	2	20500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602075400	3D	93082	629963786
14549	ResourceBarrier	602053000		629869704	629867620	3334	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602053000	3D	1250	629870954
14548	Dispatch	602038600		629866537	628291465	1576155	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602038600	3D	1083	629867620
14546	DmlActivationOperation	602035900	18500	628290881	628291298	1579822	2	18500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602054400	3D	1580239	629871120
14544	ResourceBarrier	602034800		628290631	628288465	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602034800	3D	584	628291215
14543	Dispatch	602016900		628287631	628230965	57500	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602016900	3D	834	628288465
14541		602014800	20800	628230382	628230798	60500	2	20800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602035600	3D	60916	628291298
14539	ResourceBarrier	602013700		628230048	628227965	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602013700	3D	667	628230715
14538	Dispatch	601999300		628227048	627612719	615246	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601999300	3D	917	628227965
14536	DmlConvolutionBasicGemm	601996400	18100	627612136	627612636	618162	2	18100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	602014500	3D	618662	628230798
14534	ResourceBarrier	601995300		627611886	627609719	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601995300	3D	583	627612469
14533	Dispatch	601977800		627608803	627536137	73582	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601977800	3D	916	627609719
14532	Dispatch	601974000		627535303	627456220	79917	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601974000	3D	834	627536137
14530		601972100	23900	627455637	627456137	156499	2	23900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601996000	3D	156999	627612636
14528	ResourceBarrier	601970900		627455387	627453304	2666	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601970900	3D	583	627455970
14527	Dispatch	601954400		627452304	627361888	91416	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601954400	3D	1000	627453304
14525	DmlActivationOperation	601951900	19800	627361304	627361804	94333	2	19800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601971700	3D	94833	627456137
14523	ResourceBarrier	601950900		627361054	627358971	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601950900	3D	584	627361638
14522	Dispatch	601936700		627358054	627155806	203165	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601936700	3D	917	627358971
14520		601932400	19200	627155139	627155639	206165	2	19200	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601951600	3D	206665	627361804
14518	ResourceBarrier	601931300		627154889	627152806	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601931300	3D	584	627155473
14517	Dispatch	601913000		627151889	627062390	90416	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601913000	3D	917	627152806
14515	DmlConvolutionSmallGemm	601910800	21200	627061807	627062223	93416	2	21200	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601932000	3D	93832	627155639
14513	ResourceBarrier	601909800		627061473	627059390	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601909800	3D	667	627062140
14512	Dispatch	601894400		627058473	625513817	1545573	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601894400	3D	917	627059390
14510		601891500	19000	625513234	625513734	1548489	2	19000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601910500	3D	1548989	627062223
14508	ResourceBarrier	601890500		625512984	625510817	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601890500	3D	583	625513567
14507	Dispatch	601872900		625509984	625453401	57416	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601872900	3D	833	625510817
14505	DmlJoinOperation	601870500	20600	625452818	625453318	60416	2	20600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601891100	3D	60916	625513734
14503	ResourceBarrier	601869500		625452568	625450401	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601869500	3D	583	625453151
14502	Dispatch	601853700		625449401	624975405	474996	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601853700	3D	1000	625450401
14500		601850800	19400	624974821	624975238	478080	2	19400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601870200	3D	478497	625453318
14498	ResourceBarrier	601849600		624974488	624972405	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601849600	3D	667	624975155
14497	Dispatch	601829400		624971488	624908155	64250	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601829400	3D	917	624972405
14496	Dispatch	601825600		624907322	624836572	71583	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601825600	3D	833	624908155
14494	DmlActivationOperation	601823800	26600	624835905	624836405	138833	2	26600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601850400	3D	139333	624975238
14492	ResourceBarrier	601822600		624835655	624833572	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601822600	3D	584	624836239
14491	Dispatch	601806600		624832739	624755739	77833	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601806600	3D	833	624833572
14489		601804400	19100	624755156	624755656	80749	2	19100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601823500	3D	81249	624836405
14487	ResourceBarrier	601803300		624754906	624752739	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601803300	3D	583	624755489
14486	Dispatch	601789400		624751906	624616324	136415	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601789400	3D	833	624752739
14484	DmlConvolutionBasicGemm	601786600	17500	624615740	624616240	139416	2	17500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601804100	3D	139916	624755656
14482	ResourceBarrier	601785600		624615490	624613324	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601785600	3D	584	624616074
14481	Dispatch	601768100		624612407	624535574	77750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601768100	3D	917	624613324
14479		601766000	20300	624534991	624535491	80749	2	20300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601786300	3D	81249	624616240
14477	ResourceBarrier	601765100		624534741	624532574	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601765100	3D	583	624535324
14476	Dispatch	601752200		624531741	623751830	780744	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601752200	3D	833	624532574
14474	DmlActivationOperation	601747000	18700	623751163	623751663	783828	2	18700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601765700	3D	784328	624535491
14472	ResourceBarrier	601746000		623750913	623748830	2666	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601746000	3D	583	623751496
14471	Dispatch	601728300		623747913	623693330	55500	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601728300	3D	917	623748830
14469		601726100	20500	623692663	623693163	58500	2	20500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601746600	3D	59000	623751663
14467	ResourceBarrier	601725000		623692413	623690330	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601725000	3D	584	623692997
14466	Dispatch	601710800		623689247	623309166	381164	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601710800	3D	1083	623690330
14464	DmlConvolutionBasicGemm	601708000	17700	623308583	623309000	384163	2	17700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601725700	3D	384580	623693163
14462	ResourceBarrier	601706900		623308250	623306166	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601706900	3D	666	623308916
14461	Dispatch	601689600		623305166	623241583	64583	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601689600	3D	1000	623306166
14460	Dispatch	601685900		623240833	623171167	70416	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601685900	3D	750	623241583
14458		601684100	23500	623170500	623171000	138000	2	23500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601707600	3D	138500	623309000
14456	ResourceBarrier	601682900		623170250	623168167	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601682900	3D	584	623170834
14455	Dispatch	601666200		623167334	623089584	78583	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601666200	3D	833	623168167
14453	DmlActivationOperation	601664000	19700	623089001	623089418	81582	2	19700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601683700	3D	81999	623171000
14451	ResourceBarrier	601663100		623088668	623086584	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601663100	3D	666	623089334
14450	Dispatch	601648200		623085668	622949169	137415	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601648200	3D	916	623086584
14448		601645400	18300	622948585	622949002	140416	2	18300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601663700	3D	140833	623089418
14446	ResourceBarrier	601644400		622948252	622946169	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601644400	3D	667	622948919
14445	Dispatch	601626200		622945419	622867419	78750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601626200	3D	750	622946169
14443	DmlConvolutionSmallGemm	601623600	21500	622866753	622867253	81749	2	21500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601645100	3D	82249	622949002
14441	ResourceBarrier	601622500		622866503	622864419	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601622500	3D	583	622867086
14440	Dispatch	601607800		622863669	619768441	3095978	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601607800	3D	750	622864419
14438		601604500	18700	619767774	619768274	3098979	2	18700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601623200	3D	3099479	622867253
14436	ResourceBarrier	601603200		619767524	619765441	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601603200	3D	584	619768108
14435	Dispatch	601582200		619764524	619710358	55083	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601582200	3D	917	619765441
14433	DmlPoolingOperation	601577000	27100	619709775	619710275	57999	2	27100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601604100	3D	58499	619768274
14431	ResourceBarrier	601548300		619709525	619707358	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601548300	3D	583	619710108
14430	Dispatch	601532900		619706525	619409943	297415	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601532900	3D	833	619707358
14428		601529500	19500	619409360	619409860	300415	2	19500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601549000	3D	300915	619710275
14426	ResourceBarrier	601528300		619409110	619407027	2666	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601528300	3D	583	619409693
14425	Dispatch	601508700		619406193	619074779	332248	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601508700	3D	834	619407027
14423	DmlJoinOperation	601506800	22300	619074112	619074612	335248	2	22300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601529100	3D	335748	619409860
14421	ResourceBarrier	601505700		619073862	619071779	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601505700	3D	584	619074446
14420	Dispatch	601488800		619070779	618954363	117416	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601488800	3D	1000	619071779
14419	Dispatch	601484900		618953447	618833864	120499	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601484900	3D	916	618954363
14417		601483100	23300	618833281	618833698	240914	2	23300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601506400	3D	241331	619074612
14415	ResourceBarrier	601481700		618832948	618830864	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601481700	3D	583	618833531
14414	Dispatch	601465200		618829948	618688032	142832	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601465200	3D	916	618830864
14412	DmlActivationOperation	601462900	19800	618687449	618687865	145833	2	19800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601482700	3D	146249	618833698
14410	ResourceBarrier	601461700		618687115	618685032	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601461700	3D	584	618687699
14409	Dispatch	601447100		618683949	618478783	206249	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601447100	3D	1083	618685032
14407		601444100	18500	618478200	618478700	209165	2	18500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601462600	3D	209665	618687865
14405	ResourceBarrier	601442900		618477950	618475783	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601442900	3D	583	618478533
14404	Dispatch	601423500		618474950	618332951	142832	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601423500	3D	833	618475783
14402	DmlConvolutionBasicGemm	601420600	23100	618332368	618332784	145916	2	23100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601443700	3D	146332	618478700
14400	ResourceBarrier	601419200		618332034	618329951	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601419200	3D	584	618332618
14397	Dispatch	601393200		618328951	617086543	1243408	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601393200	3D	1000	618329951
14395		601386200	33900	617085960	617086376	1246408	2	33900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601420100	3D	1246824	618332784
14393	ResourceBarrier	601384000		617085626	617083543	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601384000	3D	667	617086293
14388	Dispatch	601346300		617082710	617015294	68249	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601346300	3D	833	617083543
14386	DmlActivationOperation	601339100	46600	617014627	617015127	71249	2	46600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601385700	3D	71749	617086376
14384	ResourceBarrier	601338000		617014377	617012294	2666	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601338000	3D	583	617014960
14383	Dispatch	601320000		617011377	616329382	682912	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601320000	3D	917	617012294
14381		601316800	21900	616328798	616329215	685912	2	21900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601338700	3D	686329	617015127
14379	ResourceBarrier	601315500		616328465	616326382	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601315500	3D	667	616329132
14378	Dispatch	601298300		616325382	616208549	117833	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601298300	3D	1000	616326382
14377	Dispatch	601293400		616207716	616085383	123166	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601293400	3D	833	616208549
14375	DmlConvolutionBasicGemm	601291500	24900	616084800	616085217	243998	2	24900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601316400	3D	244415	616329215
14373	ResourceBarrier	601290300		616084467	616082383	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601290300	3D	666	616085133
14372	Dispatch	601273800		616081383	615939218	143165	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601273800	3D	1000	616082383
14370		601271400	19700	615938634	615939051	146166	2	19700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601291100	3D	146583	616085217
14368	ResourceBarrier	601269500		615938301	615936218	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601269500	3D	667	615938968
14367	Dispatch	601254000		615935384	615731803	204415	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601254000	3D	834	615936218
14365	DmlActivationOperation	601251200	19000	615731219	615731636	207415	2	19000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601270200	3D	207832	615939051
14363	ResourceBarrier	601250200		615730886	615728553	3000	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601250200	3D	667	615731553
14362	Dispatch	601232900		615727636	615586470	142083	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601232900	3D	917	615728553
14360		601230400	20500	615585887	615586387	145249	2	20500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601250900	3D	145749	615731636
14358	ResourceBarrier	601229400		615585637	615583470	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601229400	3D	583	615586220
14357	Dispatch	601213500		615582470	614291646	1291824	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601213500	3D	1000	615583470
14355	DmlConvolutionShortGemm16	601210000	20100	614291063	614291479	1294908	2	20100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601230100	3D	1295324	615586387
14353	ResourceBarrier	601208900		614290729	614288646	2667	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601208900	3D	584	614291313
14352	Dispatch	601190600		614287729	614219063	69583	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601190600	3D	917	614288646
14350		601188200	21500	614218480	614218980	72499	2	21500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601209700	3D	72999	614291479
14348	ResourceBarrier	601187100		614218230	614215980	2833	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601187100	3D	583	614218813
14347	Dispatch	601171400		614215063	613851899	364081	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601171400	3D	917	614215980
14345	DmlJoinOperation	601167500	20300	613851316	613851732	367248	2	20300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601187800	3D	367664	614218980
14343	ResourceBarrier	601166000		613850982	613848899	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601166000	3D	667	613851649
14341	Dispatch	601144600		613847899	613212987	635912	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601144600	3D	1000	613848899
14339		601142300	24600	613212404	613212820	638912	2	24600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601166900	3D	639328	613851732
14337	ResourceBarrier	601141100		613212154	613209987	2750	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601141100	3D	583	613212737
14336	Dispatch	601124200		613209070	613017238	192749	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601124200	3D	917	613209987
14335	Dispatch	601120200		613016238	612823323	193915	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	601120200	3D	1000	613017238
