Index	Name	CPU Start Time (ns)	CPU Duration (ns)	GPU Execution Start Time (ns)	EOP Start Time (ns)	EOP to EOP Duration (ns)	Core	CPU Execution Time (ns)	API Queue	Process	Thread	CPU End Time (ns)	Hardware Queue	TOP to EOP Duration (ns)	GPU Execution End Time (ns)
4924	ResourceBarrier	161163700		183799238	183797154	2667	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161163700	3D	583	183799821
4923	Dispatch	161143300		183796154	183719574	77580	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161143300	3D	1000	183797154
4921	DmlActivationOperation	161140700	23700	183718991	183719408	80580	1	23700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161164400	3D	80997	183799988
4919	ResourceBarrier	161139700		183718658	183716575	2749	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161139700	3D	666	183719324
4918	Dispatch	161124500		183715658	182904361	812214	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161124500	3D	917	183716575
4916	DmlConvolutionBasicGemm	161120600	19800	182903777	182904194	815214	1	19800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161140400	3D	815631	183719408
4914	ResourceBarrier	161119500		182903444	182901361	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161119500	3D	667	182904111
4913	Dispatch	161099000		182900444	182846030	55331	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161099000	3D	917	182901361
4911	DmlActivationOperation	161096900	23400	182845446	182845946	58248	1	23400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161120300	3D	58748	182904194
4909	ResourceBarrier	161095800		182845197	182843030	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161095800	3D	583	182845780
4908	Dispatch	161079800		182842030	182440964	402066	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161079800	3D	1000	182843030
4906	DmlConvolutionSmallGemm	161077000	19600	182440381	182440798	405148	1	19600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161096600	3D	405565	182845946
4904	ResourceBarrier	161075900		182440048	182437965	2666	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161075900	3D	583	182440631
4903	Dispatch	161056200		182436965	182372801	65164	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161056200	3D	1000	182437965
4902	Dispatch	161052800		182372051	182303471	69330	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161052800	3D	750	182372801
4900	DmlJoinOperation	161050900	25800	182302887	182303304	137494	1	25800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161076700	3D	137911	182440798
4898	ResourceBarrier	161049600		182302637	182300471	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161049600	3D	584	182303221
4897	Dispatch	161030800		182299637	182222807	77664	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161030800	3D	834	182300471
4895	DmlActivationOperation	161028600	22000	182222224	182222641	80663	1	22000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161050600	3D	81080	182303304
4893	ResourceBarrier	161027500		182221891	182219808	2749	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161027500	3D	666	182222557
4892	Dispatch	161011000		182218891	182083397	136411	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161011000	3D	917	182219808
4890	DmlConvolutionBasicGemm	161008200	20000	182082814	182083230	139411	1	20000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161028200	3D	139827	182222641
4888	ResourceBarrier	161007200		182082480	182080397	2667	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161007200	3D	584	182083064
4887	Dispatch	160986900		182079564	182000484	79913	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160986900	3D	833	182080397
4885	DmlActivationOperation	160984700	23200	181999901	182000317	82913	1	23200	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	161007900	3D	83329	182083230
4883	ResourceBarrier	160983700		181999567	181997484	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160983700	3D	667	182000234
4882	Dispatch	160967100		181996484	181214102	783382	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160967100	3D	1000	181997484
4880	DmlConvolutionBasicGemm	160964400	20000	181213519	181214019	786298	1	20000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160984400	3D	786798	182000317
4878	ResourceBarrier	160963300		181213269	181211102	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160963300	3D	583	181213852
4877	Dispatch	160941700		181210269	181156105	54997	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160941700	3D	833	181211102
4875	DmlActivationOperation	160937800	26300	181155521	181155938	58081	1	26300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160964100	3D	58498	181214019
4873	ResourceBarrier	160936800		181155188	181153105	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160936800	3D	667	181155855
4872	Dispatch	160919600		181152188	180889033	264072	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160919600	3D	917	181153105
4870	DmlConvolutionSmallGemm	160916400	21100	180888450	180888950	266988	1	21100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160937500	3D	267488	181155938
4868	ResourceBarrier	160915400		180888200	180886033	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160915400	3D	583	180888783
4867	Dispatch	160892500		180885200	180524549	361484	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160892500	3D	833	180886033
4865	DmlPoolingOperation	160890500	25600	180523966	180524466	364484	1	25600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160916100	3D	364984	180888950
4863	ResourceBarrier	160889400		180523716	180521133	3166	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160889400	3D	583	180524299
4862	Dispatch	160870000		180520133	180387722	133411	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160870000	3D	1000	180521133
4861	Dispatch	160866200		180386805	180265478	122244	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160866200	3D	917	180387722
4859	DmlJoinOperation	160863900	26300	180264894	180265311	259155	1	26300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160890200	3D	259572	180524466
4857	ResourceBarrier	160862400		180264561	180262478	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160862400	3D	667	180265228
4856	Dispatch	160834400		180261561	180120317	142161	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160834400	3D	917	180262478
4854	DmlActivationOperation	160830900	32600	180119734	180120234	145077	1	32600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160863500	3D	145577	180265311
4852	ResourceBarrier	160829900		180119484	180117401	2666	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160829900	3D	583	180120067
4851	Dispatch	160816200		180116317	179914576	202825	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160816200	3D	1084	180117401
4849	DmlConvolutionBasicGemm	160813700	16900	179913993	179914410	205824	1	16900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160830600	3D	206241	180120234
4847	ResourceBarrier	160812900		179913660	179911577	2749	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160812900	3D	666	179914326
4846	Dispatch	160798100		179910660	179766666	144911	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160798100	3D	917	179911577
4844	DmlActivationOperation	160796400	17100	179766083	179766500	147910	1	17100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160813500	3D	148327	179914410
4842	ResourceBarrier	160795600		179765750	179763416	3000	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160795600	3D	666	179766416
4841	Dispatch	160784100		179762333	178467557	1295859	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160784100	3D	1083	179763416
4839	DmlConvolutionBasicGemm	160781000	15100	178466974	178467474	1299026	1	15100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160796100	3D	1299526	179766500
4837	ResourceBarrier	160780200		178466724	178464557	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160780200	3D	583	178467307
4836	Dispatch	160764600		178463724	178397144	67413	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160764600	3D	833	178464557
4834	DmlActivationOperation	160762700	18100	178396560	178397060	70414	1	18100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160780800	3D	70914	178467474
4832	ResourceBarrier	160762000		178396310	178394144	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160762000	3D	584	178396894
4831	Dispatch	160749900		178393227	177744756	649388	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160749900	3D	917	178394144
4829	DmlConvolutionSmallGemm	160747400	15100	177744173	177744673	652387	1	15100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160762500	3D	652887	178397060
4827	ResourceBarrier	160746500		177743923	177741756	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160746500	3D	583	177744506
4826	Dispatch	160731800		177740756	177623511	118245	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160731800	3D	1000	177741756
4825	Dispatch	160727900		177622678	177499517	123994	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160727900	3D	833	177623511
4823	DmlJoinOperation	160726100	21000	177498934	177499350	245323	1	21000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160747100	3D	245739	177744673
4821	ResourceBarrier	160725100		177498600	177496267	3000	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160725100	3D	667	177499267
4820	Dispatch	160711000		177495267	177352773	143494	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160711000	3D	1000	177496267
4818	DmlActivationOperation	160709100	16700	177352190	177352690	146660	1	16700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160725800	3D	147160	177499350
4816	ResourceBarrier	160707600		177351940	177349773	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160707600	3D	583	177352523
4815	Dispatch	160695300		177348940	177139449	210324	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160695300	3D	833	177349773
4813	DmlConvolutionBasicGemm	160692800	15400	177138866	177139283	213407	1	15400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160708200	3D	213824	177352690
4811	ResourceBarrier	160692000		177138533	177136450	2749	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160692000	3D	666	177139199
4810	Dispatch	160677500		177135533	176993373	143077	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160677500	3D	917	177136450
4808	DmlActivationOperation	160675500	17100	176992706	176993206	146077	1	17100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160692600	3D	146577	177139283
4806	ResourceBarrier	160674700		176992456	176990373	2666	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160674700	3D	583	176993039
4805	Dispatch	160661500		176989289	175712429	1277944	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160661500	3D	1084	176990373
4803	DmlConvolutionBasicGemm	160658700	16600	175711846	175712346	1280860	1	16600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160675300	3D	1281360	176993206
4801	ResourceBarrier	160657900		175711596	175709430	2749	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160657900	3D	583	175712179
4800	Dispatch	160642700		175708596	175641516	67914	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160642700	3D	834	175709430
4798	DmlActivationOperation	160640700	17800	175640933	175641349	70997	1	17800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160658500	3D	71413	175712346
4796	ResourceBarrier	160639900		175640683	175638516	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160639900	3D	583	175641266
4795	Dispatch	160626600		175637599	175275449	363067	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160626600	3D	917	175638516
4793	DmlConvolutionSmallGemm	160623500	17000	175274865	175275282	366067	1	17000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160640500	3D	366484	175641349
4791	ResourceBarrier	160622500		175274532	175272449	2666	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160622500	3D	583	175275115
4790	Dispatch	160604200		175271449	174619311	653138	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160604200	3D	1000	175272449
4788	DmlPoolingOperation	160602500	20700	174618728	174619228	656054	1	20700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160623200	3D	656554	175275282
4786	ResourceBarrier	160601500		174618478	174616395	2666	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160601500	3D	583	174619061
4785	Dispatch	160587200		174615395	174411320	205075	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160587200	3D	1000	174616395
4784	Dispatch	160583900		174410320	174216746	194574	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160583900	3D	1000	174411320
4782	DmlJoinOperation	160582300	19900	174216162	174216579	402649	1	19900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160602200	3D	403066	174619228
4780	ResourceBarrier	160580700		174215829	174213746	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160580700	3D	667	174216496
4779	Dispatch	160565700		174212913	173945841	267905	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160565700	3D	833	174213746
4777	DmlActivationOperation	160563800	18200	173945258	173945674	270905	1	18200	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160582000	3D	271321	174216579
4775	ResourceBarrier	160562900		173944924	173942591	2917	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160562900	3D	584	173945508
4774	Dispatch	160550300		173941675	173666603	275988	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160550300	3D	916	173942591
4772	DmlConvolutionBasicGemm	160547600	15900	173665937	173666437	279237	1	15900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160563500	3D	279737	173945674
4770	ResourceBarrier	160546700		173665687	173663604	2666	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160546700	3D	583	173666270
4769	Dispatch	160531500		173662520	173395282	268322	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160531500	3D	1084	173663604
4767	DmlActivationOperation	160529700	17700	173394615	173395115	271322	1	17700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160547400	3D	271822	173666437
4765	ResourceBarrier	160528800		173394365	173392282	2667	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160528800	3D	584	173394949
4764	Dispatch	160517600		173391532	169319879	4072403	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160517600	3D	750	173392282
4762	DmlConvolutionBasicGemm	160514900	14600	169319296	169319713	4075402	1	14600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160529500	3D	4075819	173395115
4760	ResourceBarrier	160513900		169318963	169316713	2916	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160513900	3D	666	169319629
4759	Dispatch	160497700		169315796	169221384	95329	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160497700	3D	917	169316713
4757	DmlActivationOperation	160495700	18900	169220801	169221300	98413	1	18900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160514600	3D	98912	169319713
4755	ResourceBarrier	160494700		169220551	169218384	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160494700	3D	583	169221134
4754	Dispatch	160481600		169217384	168807319	411065	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160481600	3D	1000	169218384
4752	DmlConvolutionShortGemm16	160478900	16500	168806736	168807236	414064	1	16500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160495400	3D	414564	169221300
4750	ResourceBarrier	160477800		168806486	168804319	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160477800	3D	583	168807069
4749	Dispatch	160462300		168803402	168616577	187742	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160462300	3D	917	168804319
4748	Dispatch	160458700		168615577	168407837	208740	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160458700	3D	1000	168616577
4746	DmlJoinOperation	160455800	22700	168407253	168407753	399483	1	22700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160478500	3D	399983	168807236
4744	ResourceBarrier	160454400		168407003	168404920	2667	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160454400	3D	584	168407587
4743	Dispatch	160410600		168404253	168147931	256989	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160410600	3D	667	168404920
4741	DmlActivationOperation	160408200	47200	168147265	168147765	259988	1	47200	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160455400	3D	260488	168407753
4739	ResourceBarrier	160401400		168147015	168144932	2666	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160401400	3D	583	168147598
4738	Dispatch	160388500		168144015	167885693	259239	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160388500	3D	917	168144932
4736	DmlConvolutionBasicGemm	160385800	16200	167885110	167885610	262155	1	16200	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160402000	3D	262655	168147765
4734	ResourceBarrier	160384600		167884860	167882693	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160384600	3D	583	167885443
4733	Dispatch	160370100		167881693	167647037	235656	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160370100	3D	1000	167882693
4731	DmlActivationOperation	160368200	17000	167646454	167646870	238740	1	17000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160385200	3D	239156	167885610
4729	ResourceBarrier	160367300		167646120	167644037	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160367300	3D	667	167646787
4728	Dispatch	160354200		167643204	166359344	1284693	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160354200	3D	833	167644037
4726	DmlConvolutionBasicGemm	160351400	16500	166358677	166359177	1287693	1	16500	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160367900	3D	1288193	167646870
4724	ResourceBarrier	160349500		166358427	166356344	2667	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160349500	3D	584	166359011
4723	Dispatch	160333300		166355428	166244349	111995	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160333300	3D	916	166356344
4721	DmlActivationOperation	160330500	20600	166243766	166244266	114911	1	20600	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160351100	3D	115411	166359177
4719	ResourceBarrier	160329600		166243516	166241433	2666	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160329600	3D	583	166244099
4718	Dispatch	160315600		166240433	165968945	272488	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160315600	3D	1000	166241433
4716	DmlConvolutionShortGemm16	160312300	17900	165968361	165968778	275488	1	17900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160330200	3D	275905	166244266
4714	ResourceBarrier	160311100		165968111	165965945	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160311100	3D	584	165968695
4713	Dispatch	160292900		165964945	164705001	1260944	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160292900	3D	1000	165965945
4711	DmlPoolingOperation	160289900	22000	164704334	164704834	1263944	1	22000	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160311900	3D	1264444	165968778
4709	ResourceBarrier	160288400		164703167	164701084	2667	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160288400	3D	584	164703751
4708	Dispatch	160269800		164700084	163919619	781465	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160269800	3D	1000	164701084
4706	DmlActivationOperation	160265100	23900	163919036	163919536	785298	1	23900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160289000	3D	785798	164704834
4704	ResourceBarrier	160261700		163918786	163916702	2667	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160261700	3D	583	163919369
4703	Dispatch	160236100		163915702	162546180	1370522	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160236100	3D	1000	163916702
4701	DmlConvolutionBasicGemm	160225400	38800	162545596	162533514	1386022	1	38800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	160264200	3D	1373940	163919536
4358	VSync	152877400					Scheduler			0	Idle (0)	152877400			
4177	VSync	136209600					Scheduler			0	Idle (0)	136209600			
4085	SetEventOnCompletion fence#4 (Value=92)	120773900					2			12848	SqueezeNetObjectDetectionCPP.exe (4384)	120773900			
4081	Signal fence#4 (Value=92)	120726400		153550400	153550400	5900	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120726400	3D	5900	153556300
4077	ExecuteCommandList_Begin	120699900		121516108	121516691	0	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120699900	3D	583	121516691
4079	ExecuteCommandList_End	120699900		153456688	153457521	0	2		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120699900	3D	833	153457521
4061	Dispatch	120574700		153456355	153403772	53499	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120574700	3D	916	153457271
4060	ResourceBarrier	120571700		153403188	153401188	2584	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120571700	3D	584	153403772
4059	ResourceBarrier	120571000		153400522	153398355	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120571000	3D	583	153401105
4058	Dispatch	120568400		153397355	153333188	65167	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120568400	3D	1000	153398355
4056	DmlSingleElementReduction0	120567000	4400	153332605	153333022	68166	1	4400	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120571400	3D	68583	153401188
4055	ResourceBarrier	120565100		153332438	153330522	2500	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120565100	3D	584	153333022
4054	ResourceBarrier	120564100		153329772	153327688	2667	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120564100	3D	583	153330355
4053	Dispatch	120561000		153326772	153264855	62833	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120561000	3D	916	153327688
4051	DmlSingleElementReduction0	120559300	5300	153264189	153264689	65833	1	5300	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120564600	3D	66333	153330522
4049	DmlActivationOperation	120555400	60900	153264105	153264522	192999	1	60900	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120616300	3D	193416	153457521
4047	ResourceBarrier	120554200		153263772	153261689	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120554200	3D	667	153264439
4046	Dispatch	120534900		153260689	152982939	278750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120534900	3D	1000	153261689
4044	DmlPoolingOperation	120532300	22700	152982356	152982856	281666	1	22700	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120555000	3D	282166	153264522
4042	ResourceBarrier	120531100		152982106	152980023	2666	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120531100	3D	583	152982689
4041	Dispatch	120510300		152979106	152746273	233750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120510300	3D	917	152980023
4039	DmlActivationOperation	120508000	23800	152745690	152746107	236749	1	23800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120531800	3D	237166	152982856
4037	ResourceBarrier	120506900		152745357	152743273	2667	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120506900	3D	583	152745940
4036	Dispatch	120486400		152742273	149028200	3715073	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120486400	3D	1000	152743273
4034	DmlConvolutionBasicGemm	120482900	24800	149027617	149028117	3717990	1	24800	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120507700	3D	3718490	152746107
4032	ResourceBarrier	120481600		149027367	149025200	2750	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120481600	3D	583	149027950
4030	Dispatch	120455500		149024367	148893367	131833	1		Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120455500	3D	833	149025200
4028	DmlActivationOperation	120451400	31100	148892784	148893367	134750	1	31100	Graphics API Queue (2)	12848	SqueezeNetObjectDetectionCPP.exe (4384)	120482500	3D	135333	149028117
